from,to,kommentar,tonalität,zeit,folge,thema
TP,CHMA,2,1,235,2,7
SPD,CHMA,1,1,235,2,7
CDU,CHMA,1,1,235,2,7
SPD,CHMA,1,1,235,2,7
CDU,CHMA,1,1,235,2,7
FDP,CHMA,1,1,235,2,7
GRUENE,CHMA,1,1,235,2,7
SPD,CHMA,1,1,235,2,7
CDU,CHMA,1,1,235,2,7
TP,CHMA,2,3,235,2,7
SPD,CHMA,1,1,235,2,7
CDU,CHMA,1,1,235,2,7
SPD,CHMA,1,1,235,2,7
CDU,CHMA,1,1,235,2,7
FDP,CHMA,1,1,235,2,7
GRUENE,CHMA,1,1,235,2,7
SPD,CHMA,1,1,235,2,7
CDU,CHMA,1,1,235,2,7
GF,CHMA,2,3,235,2,7
AG,CHMA,2,3,235,2,7
SPD,CHMA,1,1,235,2,7
CDU,CHMA,1,1,235,2,7
FDP,CHMA,1,1,235,2,7
GRUENE,CHMA,1,1,235,2,7
AFD,CHMA,1,1,235,2,7
LINKE,CHMA,1,1,235,2,7
CDU,GIMA,1,1,235,2,7
SPD,GIMA,1,1,235,2,7
BDS,GIMA,1,1,235,2,7
AGL,CHS,2,3,235,2,7
AGL,CHS,2,1,235,2,7
CDU,CHS,1,1,235,2,7
SPD,CHS,1,1,235,2,7
FDP,CHS,1,1,235,2,7
BVS,AM,2,4,235,2,10
CDU,AM,1,1,235,2,10
SPD,AM,1,1,235,2,10
FDP,AM,1,1,235,2,10
LINKE,AM,1,1,235,2,10
GRUENE,AM,1,1,235,2,10
CDU,AM,1,1,235,2,10
SPD,AM,1,1,235,2,10
LINKE,AM,1,1,235,2,10
GRUENE,AM,1,1,235,2,10
CDU,AM,1,1,235,2,10
SPD,AM,1,1,235,2,10
CDU,AM,1,1,235,2,10
SPD,AM,1,1,235,2,10
BH,ALG,1,3,235,2,5
BH,ALG,2,3,235,2,5
BH,ALG,2,2,235,2,5
KGE,ALG,2,2,235,2,5
GRUENE,ALG,2,2,235,2,5
SYKO,ALG,2,2,235,2,5
KGE,ALG,2,2,235,2,5
CL,CS,2,3,235,2,1
CL,CS,2,1,235,2,1
CDU,AM,1,1,235,2,1
TG,AM,2,3,235,2,1
CDU,AM,1,1,235,2,1
CDU,AM,1,1,235,2,1
CS,AM,2,3,235,2,1
CS,AM,2,1,235,2,1
CDU,AM,1,1,235,2,1
HH,JOVO,2,3,235,2,1
CDU,JOVO,1,1,235,2,1
CDU,AM,1,1,235,2,1
SPD,AM,1,1,235,2,1
CDU,AM,1,1,235,2,1
CDU,AM,1,1,235,2,1
SPD,AM,1,1,235,2,1
CDU,AM,1,1,235,2,1
SPD,AM,1,1,235,2,1
FDP,AM,1,1,235,2,1
CDU,AM,1,1,235,2,1
CDU,AM,1,1,235,2,1
CDU,AM,1,1,235,2,10
CDU,AM,1,1,235,2,10
SPD,AM,1,1,235,2,10
GRUENE,AM,1,1,235,2,10
CDU,AM,1,1,235,2,10
SPD,AM,1,1,235,2,10
CDU,AM,1,1,235,2,1
AM,KATMA,2,3,235,2,1
SPD,KATMA,1,1,235,2,1
CDU,AM,1,1,235,2,1
CDU,AM,1,1,235,2,1
CDU,AM,1,1,235,2,7
CDU,AM,1,1,235,2,2
LINKE,CALAY,1,1,235,2,2
CDU,AM,1,1,235,2,2
FDP,AM,1,1,235,2,2
AFD,AM,1,1,235,2,2
CDU,AM,1,1,235,2,2
CDU,AM,1,1,235,2,2
HH,AM,2,2,235,2,2
CDU,AM,1,1,235,2,2
SPD,AM,1,1,235,2,2
GRUENE,ULS,1,1,235,2,2
CDU,AM,1,1,235,2,2
FDP,AM,1,1,235,2,2
GKA,AM,1,1,235,2,2
KGE,BVS,2,3,235,2,3
AGL,BVS,2,3,235,2,3
CDU,AM,1,1,235,2,3
SPD,AM,1,1,235,2,3
GRUENE,AM,1,1,235,2,3
FDP,AM,1,1,235,2,3
LINKE,AM,1,1,235,2,3
SPD,BVS,1,1,235,2,3
LINKE,BVS,1,1,235,2,3
GRUENE,BVS,1,1,235,2,3
SPD,BVS,1,1,235,2,3
LINKE,BVS,1,1,235,2,3
SPD,AM,1,1,235,2,3
CDU,AM,1,1,235,2,2
SKE,AM,2,3,235,2,2
CDU,AM,1,1,235,2,2
SPD,AM,1,1,235,2,2
CDU,AM,1,1,235,2,2
SB,VOVO,8,4,235,2,2
UN,VOVO,1,1,235,2,2
SBL,BVS,2,2,235,2,2
BH,SB,2,2,235,2,2
GA,SB,2,2,235,2,2
BH,SB,2,2,235,2,2
TG,SB,2,2,235,2,2
JOORT,SB,2,2,235,2,2
BH,VOVO,2,3,235,2,2
TG,SB,2,2,235,1,2
GA,SB,2,2,235,1,2
GA,SB,2,2,235,2,2
TG,SB,2,2,235,1,2
JOORT,SB,2,2,235,2,2
SB,REK,2,2,235,2,2
BH,SB,7,2,235,2,2
GF,REK,2,2,235,2,2
RK,REK,2,2,235,2,2
GRUENE,REK,1,1,235,2,2
SPD,REK,1,1,235,2,2
LINKE,REK,1,1,235,2,2
REK,VOVO,2,3,235,2,2
SB,VOVO,2,2,235,2,2
SKE,VOVO,2,3,235,2,2
SKE,VOVO,2,3,235,2,2
SKE,VOVO,8,4,235,2,2
UW,VOVO,2,3,235,2,2
FSI,CR,2,3,235,2,2
PASC,CR,2,3,235,1,2
MGB,CR,2,3,235,2,2
SL,CR,2,3,235,1,2
SL,CR,2,3,235,2,2
SL,CR,2,1,235,2,2
SL,CR,2,3,235,1,2
SL,CR,2,3,235,1,2
SL,CR,2,3,235,1,2
CDU,ANLE,1,1,235,2,13
SPD,ANLE,1,1,235,2,13
FDP,ANLE,1,1,235,2,13
LINKE,ANLE,1,1,235,2,13
GRUENE,ANLE,1,1,235,2,13
CDU,ANLE,1,1,235,2,13
SPD,ANLE,1,1,235,2,13
FDP,ANLE,1,1,235,2,13
LINKE,ANLE,1,1,235,2,13
GRUENE,ANLE,1,1,235,2,13
CDU,ANLE,1,1,235,2,13
SPD,ANLE,1,1,235,2,13
AFD,NIHO,1,1,235,2,2
AFD,NIHO,1,1,235,2,2
AFD,NIHO,1,1,235,2,2
AFD,NIHO,1,1,235,2,2
AFD,NIHO,1,1,235,2,2
MSC,NIHO,2,1,235,2,2
AFD,NIHO,1,1,235,2,2
JUKR,NIHO,2,2,235,2,2
AFD,NIHO,1,1,235,2,2
JUKR,NIHO,2,3,235,2,2
AFD,NIHO,1,1,235,2,2
MSC,NIHO,2,2,235,2,2
KADIA,NIHO,2,3,235,2,2
AFD,NIHO,1,1,235,2,2
JUKR,NIHO,2,3,235,2,2
MSC,NIHO,2,3,235,2,2
NIGO,NIHO,2,3,235,2,2
ULS,NIHO,2,3,235,2,2
AFD,NIHO,1,1,235,2,2
SPD,NIHO,2,3,235,2,2
JETAT,NIHO,2,2,235,2,2
KADIA,NIHO,2,2,235,2,2
ULS,NIHO,2,3,235,2,2
LINKE,NIHO,2,2,235,2,2
KADIA,NIHO,2,3,235,2,2
ULS,NIHO,2,3,235,2,2
KADIA,NIHO,2,2,235,2,2
AFD,NIHO,1,1,235,2,2
SPD,YF,1,1,235,2,13
SPD,YF,1,1,235,2,13
ANLE,YF,1,1,235,2,13
SPD,YF,1,1,235,2,13
SPD,YF,1,1,235,2,13
LINKE,YF,1,1,235,2,13
SPD,YF,1,1,235,2,13
SPD,YF,1,1,235,2,13
SPD,YF,1,1,235,2,13
BBB,YF,1,1,235,2,13
SPD,YF,1,1,235,2,13
SPD,YF,1,1,235,2,13
WSK,YF,1,1,235,2,13
SPD,YF,1,1,235,2,13
WSK,YF,1,1,235,2,13
SPD,YF,1,1,235,2,13
SPD,YF,1,1,235,2,13
CDU,YF,1,1,235,2,13
KADIA,YF,1,1,235,2,13
FDP,JB,1,1,235,2,13
SPD,JB,1,1,235,2,13
GRUENE,JB,1,1,235,2,13
CDU,JB,1,1,235,2,13
LINKE,JB,1,1,235,2,13
FDP,JB,1,1,235,2,13
CDU,JB,1,1,235,2,13
GRUENE,JB,1,1,235,2,13
CHMA,JB,1,1,235,2,13
FDP,JB,1,1,235,2,13
FDP,JB,1,1,235,2,13
CDU,JB,1,1,235,2,13
LINKE,BBB,1,1,235,2,13
LINKE,BBB,1,1,235,2,13
LINKE,BBB,1,1,235,2,13
WOST,BBB,1,1,235,2,13
LINKE,BBB,1,1,235,2,13
GRUENE,BBB,1,1,235,2,13
MLV,BBB,1,1,235,2,13
LINKE,BBB,1,1,235,2,13
LINKE,BBB,1,1,235,2,13
LINKE,BBB,1,1,235,2,13
MLV,BBB,1,1,235,2,13
BWR,BBB,1,1,235,2,13
LINKE,BBB,1,1,235,2,13
GRUENE,BWR,1,1,235,2,13
CDU,BWR,1,1,235,2,13
SPD,BWR,1,1,235,2,13
FDP,BWR,1,1,235,2,13
LINKE,BWR,1,1,235,2,13
GRUENE,BWR,1,1,235,2,13
GRUENE,BWR,1,1,235,2,13
GRUENE,BWR,1,1,235,2,13
GRUENE,BWR,1,1,235,2,13
GRUENE,BWR,1,1,235,2,13
GRUENE,BWR,1,1,235,2,13
CDU,BWR,1,1,235,2,13
SPD,BWR,1,1,235,2,13
AFD,BWR,1,1,235,2,13
FDP,BWR,1,1,235,2,13
LINKE,BWR,1,1,235,2,13
GRUENE,BWR,1,1,235,2,13
CDU,BWR,1,1,235,2,13
NIHO,BWR,1,1,235,2,13
CDU,SAL,1,1,235,2,13
MLV,SAL,1,1,235,2,13
CDU,SAL,1,1,235,2,13
MLV,SAL,1,1,235,2,13
CDU,SAL,1,1,235,2,13
SPD,SAL,1,1,235,2,13
SPD,MLV,1,1,235,2,13
BBB,MLV,1,1,235,2,13
SPD,MLV,1,1,235,2,13
BBB,MLV,1,1,235,2,13
SPD,MLV,1,1,235,2,13
CDU,MLV,1,1,235,2,13
FDP,MLV,1,1,235,2,13
GRUENE,MLV,1,1,235,2,13
SPD,MLV,1,1,235,2,13
CDU,MLV,1,1,235,2,13
AFD,MLV,1,1,235,2,13
FDP,MLV,1,1,235,2,13
LINKE,MLV,1,1,235,2,13
GRUENE,MLV,1,1,235,2,13
SPD,MLV,1,1,235,2,13
CDU,MLV,1,1,235,2,13
GRUENE,MLV,1,1,235,2,13
LINKE,MLV,1,1,235,2,13
FDP,KASU,1,1,235,2,13
FDP,KASU,1,1,235,2,13
FDP,KASU,1,1,235,2,13
FDP,KASU,1,1,235,2,13
FDP,KASU,1,1,235,2,13
CDU,KASU,1,1,235,2,13
SPD,KASU,1,1,235,2,13
LINKE,KASU,1,1,235,2,13
GRUENE,KASU,1,1,235,2,13
AFD,KASU,1,1,235,2,13
LINKE,JUKR,1,1,235,2,13
LINKE,JUKR,1,1,235,2,13
LINKE,JUKR,1,1,235,2,13
LINKE,JUKR,1,1,235,2,13
LINKE,JUKR,1,1,235,2,13
SPD,JUKR,1,1,235,2,13
GRUENE,JUKR,1,1,235,2,13
BWR,JUKR,1,1,235,2,13
LINKE,JUKR,1,1,235,2,13
CDU,JUKR,1,1,235,2,13
SPD,JUKR,1,1,235,2,13
FDP,JUKR,1,1,235,2,13
GRUENE,JUKR,1,1,235,2,13
CDU,SYBE,1,1,235,2,13
SPD,SYBE,1,1,235,2,13
CDU,SYBE,1,1,235,2,13
SPD,SYBE,1,1,235,2,13
FDP,SYBE,1,1,235,2,13
MLV,AXKN,1,1,235,2,13
CDU,AXKN,1,1,235,2,13
CDU,STKA,1,1,235,2,13
SPD,STKA,1,1,235,2,13
GRUENE,STKA,1,1,235,2,13
FDP,STKA,1,1,235,2,13
LINKE,STKA,1,1,235,2,13
CDU,STKA,1,1,235,2,13
SPD,STKA,1,1,235,2,13
AFD,STKA,1,1,235,2,13
FDP,STKA,1,1,235,2,13
GRUENE,STKA,1,1,235,2,13
LINKE,STKA,1,1,235,2,13
NIGO,CALAY,2,3,235,2,6
LINKE,CALAY,1,1,235,2,6
GRUENE,CALAY,1,1,235,2,6
LINKE,CALAY,1,1,235,2,6
CKU,CALAY,1,1,235,2,6
LINKE,CALAY,1,1,235,2,6
GRUENE,CALAY,1,1,235,2,6
MWB,CALAY,2,3,235,2,6
LINKE,CALAY,1,1,235,2,6
MWB,CALAY,2,3,235,2,6
LINKE,CALAY,1,1,235,2,6
LINKE,CALAY,1,1,235,2,6
LINKE,CALAY,1,1,235,2,6
GRUENE,CALAY,1,1,235,2,6
LINKE,CALAY,1,1,235,2,6
GRUENE,CALAY,1,1,235,2,6
NIGO,CALAY,2,3,235,2,6
SPD,CALAY,2,1,235,2,6
LINKE,CALAY,1,1,235,2,6
CDU,KAWA,1,1,235,2,2
SPD,KAWA,1,1,235,2,2
MSC,KAWA,2,3,235,2,2
CDU,KAWA,1,1,235,2,2
SPD,KAWA,1,1,235,2,2
FDP,KAWA,1,1,235,2,2
GRUENE,KAWA,1,1,235,2,2
UN,UTH,2,1,235,2,2
UN,UTH,4,3,235,2,2
AFD,UTH,1,1,235,2,2
UN,UTH,2,3,235,2,2
AFD,UTH,1,1,235,2,2
NIGO,UTH,2,3,235,2,2
CALAY,UTH,2,3,235,2,2
NIMO,UTH,2,2,235,2,2
NIMO,UTH,2,3,235,2,2
NIMO,UTH,2,2,235,2,2
AFD,UTH,1,1,235,2,2
AFD,UTH,1,1,235,2,2
NIMO,UTH,2,2,235,2,2
UN,UTH,2,3,235,2,2
FG,UTH,1,1,235,2,2
NIMO,UTH,4,2,235,2,2
AFD,UTH,1,1,235,2,2
NIMO,UTH,2,2,235,2,2
NIMO,UTH,2,2,235,2,2
SPD ,UN,1,1,235,2,2
SPD ,UN,1,1,235,2,2
SPD ,UN,1,1,235,2,2
SPD ,UN,1,1,235,2,2
CDU,UN,1,1,235,2,2
FDP,UN,1,1,235,2,2
LINKE,UN,1,1,235,2,2
GRUENE,UN,1,1,235,2,2
CKU,HARE,2,3,235,2,2
FDP,HARE,1,1,235,2,2
BD,HARE,2,3,235,2,2
YF,HARE,8,4,235,1,2
FDP,HARE,1,1,235,2,2
FDP,HARE,1,1,235,2,2
GRUENE,CKU,1,1,235,2,6
BD,CKU,1,1,235,2,6
GRUENE,CKU,1,1,235,2,6
LINKE,CKU,1,1,235,2,6
CALAY,CKU,1,1,235,2,6
GRUENE,CKU,1,1,235,2,6
GRUENE,CKU,1,1,235,2,6
GRUENE,CKU,1,1,235,2,6
CALAY,CKU,1,1,235,2,6
MSC,KAMOE,2,3,235,2,2
CDU,KAMOE,1,1,235,2,2
SPD,KAMOE,1,1,235,2,2
SPD,BD,1,1,235,2,2
LINKE,BD,1,1,235,2,2
GRUENE,BD,1,1,235,2,2
SPD,BD,1,1,235,2,2
LINKE,BD,1,1,235,2,2
GR ,BD,1,1,235,2,2
SPD,BD,1,1,235,2,2
CKU,BD,1,1,235,2,2
DAWAG,BD,1,1,235,2,2
SPD,BD,1,1,235,2,2
CDU,BD,1,1,235,2,2
OK,NW,8,4,235,2,2
SYKO,NW,2,3,235,2,2
OK,NW,2,2,235,2,2
OK,NW,2,2,235,2,2
STGE,NW,2,2,235,2,2
SYKO,NW,2,1,235,2,2
GRUENE,NW,2,3,235,2,2
OK,NW,2,2,235,2,2
OK,NW,2,3,235,2,2
CDU,NW,1,1,235,2,2
SPD,NW,1,1,235,2,2
STGE,NW,2,3,235,2,2
MIDO,WOWI,2,2,235,2,2
AFD,WOWI,1,1,235,2,2
DM,WOWI,2,2,235,2,2
AFD,WOWI,1,1,235,2,2
AFD,WOWI,1,1,235,2,2
AFD,WOWI,1,1,235,2,2
AFD,WOWI,1,1,235,2,2
DM,WOWI,2,2,235,2,2
AFD,WOWI,1,1,235,2,2
AFD,WOWI,1,1,235,2,2
AFD,WOWI,1,1,235,2,2
AFD,WOWI,1,1,235,2,2
MIFR,WOWI,2,2,235,2,2
SYKO,WOWI,2,2,235,2,2
AFD,WOWI,1,1,235,2,2
AFD,WOWI,1,1,235,2,2
AFD,WOWI,1,1,235,2,2
MSC,WOWI,2,2,235,2,2
AFD,WOWI,1,1,235,2,2
SPD,WOWI,2,3,235,2,2
SPD,UDSC,1,1,235,2,2
MSC,UDSC,2,3,235,2,2
SPD,UDSC,1,1,235,2,2
FPD,UDSC,1,1,235,2,2
LINKE,UDSC,1,1,235,2,2
SPD,UDSC,1,1,235,2,2
LINKE,UDSC,1,1,235,2,2
SPD,UDSC,1,1,235,2,2
SPD,UDSC,1,1,235,2,2
BB,OLLU,2,2,235,2,2
FDP,OLLU,1,1,235,2,2
LINKE,OLLU,1,1,235,2,2
GRUENE,OLLU,1,1,235,2,2
OK,OLLU,2,2,235,2,2
FDP,OLLU,1,1,235,2,2
GRUENE,OLLU,1,1,235,2,2
AFD,OLLU,1,1,235,2,2
LINKE,OLLU,1,1,235,2,2
FDP,OLLU,1,1,235,2,2
GRUENE,OLLU,1,1,235,2,2
LINKE,OLLU,1,1,235,2,2
FDP,OLLU,1,1,235,2,2
GRUENE,OLLU,1,1,235,2,2
AFD,OLLU,1,1,235,2,2
LINKE,OLLU,1,1,235,2,2
FDP,OLLU,1,1,235,2,2
FDP,OLLU,1,1,235,2,2
FDP,OLLU,1,1,235,2,2
GRUENE,OLLU,1,1,235,2,2
LINKE,OLLU,1,1,235,2,2
FDP,OLLU,1,1,235,2,2
GRUENE,OLLU,1,1,235,2,2
LINKE,OLLU,1,1,235,2,2
FDP,OLLU,1,1,235,2,2
GRUENE,OLLU,1,1,235,2,2
LINKE,OLLU,1,1,235,2,2
FDP,OLLU,1,1,235,2,2
GRUENE,OLLU,1,1,235,2,2
LINKE,OLLU,1,1,235,2,2
AFD,OLLU,1,1,235,2,2
LINKE,JOCE,1,1,235,2,2
OK,JOCE,1,1,235,2,2
LINKE,JOCE,1,1,235,2,2
FDP,JOCE,1,1,235,2,2
GRUENE,JOCE,1,1,235,2,2
LINKE,JOCE,1,1,235,2,2
FDP,JOCE,1,1,235,2,2
GRUENE,JOCE,1,1,235,2,2
LINKE,JOCE,1,1,235,2,2
FDP,JOCE,1,1,235,2,2
GRUENE,JOCE,1,1,235,2,2
LINKE,JOCE,1,1,235,2,2
FDP,JOCE,1,1,235,2,2
GRUENE,JOCE,1,1,235,2,2
LINKE,JOCE,1,1,235,2,2
FDP,JOCE,1,1,235,2,2
GRUENE,JOCE,1,1,235,2,2
LINKE,JOCE,1,1,235,2,2
FDP,JOCE,1,1,235,2,2
GRUENE,JOCE,1,1,235,2,2
GRUENE,OK,1,1,235,2,1
LINKE,OK,1,1,235,2,1
OLLU,OK,1,1,235,2,1
GRUENE,OK,1,1,235,2,1
FDP,OK,1,1,235,2,1
LINKE,OK,1,1,235,2,1
GRUENE,OK,1,1,235,2,1
FDP,OK,1,1,235,2,1
LINKE,OK,1,1,235,2,1
WOWI,OK,1,1,235,2,1
GRUENE,OK,1,1,235,2,1
FDP,OK,1,1,235,2,1
KKU,OK,2,2,235,2,1
KILUE,OK,2,2,235,2,1
GRUENE,OK,1,1,235,2,1
FDP,OK,1,1,235,2,1
GRUENE,OK,1,1,235,2,1
FDP,OK,1,1,235,2,1
JOCE,OK,1,1,235,2,1
GRUENE,OK,1,1,235,2,1
FDP,OK,1,1,235,2,1
LINKE,OK,1,1,235,2,1
OLLU,MIFR,2,3,235,2,2
OK,MIFR,4,3,235,2,2
STGE,MIFR,2,3,235,2,2
OLLU,MIFR,2,2,235,2,2
NIMO,MIFR,2,3,235,2,2
NIMO,MIFR,2,3,235,2,2
OK,MIFR,2,1,235,2,2
CDU,MIFR,1,1,235,2,2
KKU,MIFR,8,4,235,2,2
OK,MIFR,4,3,235,2,2
FDP,MIFR,2,3,235,2,2
KKU,MIFR,2,3,235,2,2
OK,MIFR,8,3,235,2,2
OLLU,MIFR,2,3,235,2,2
CDU,MIFR,1,1,235,2,2
STGE,MIFR,2,2,235,2,2
SPD,KILUE,1,1,235,2,2
CDU,KILUE,1,1,235,2,2
FDP,KILUE,1,1,235,2,2
LINKE,KILUE,1,1,235,2,2
GRUENE,KILUE,1,1,235,2,2
OK,KILUE,2,1,235,2,2
MSC,KILUE,1,1,235,2,2
SPD,KILUE,1,1,235,2,2
FDP,KILUE,1,1,235,2,2
LINKEN,KILUE,1,1,235,2,2
WOWIE,KILUE,1,1,235,2,2
KD,KILUE,1,1,235,2,2
SPD,KILUE,1,1,235,2,2
FDP,KILUE,1,1,235,2,2
LINKEN,KILUE,1,1,235,2,2
WOWIE,KILUE,1,1,235,2,2
OLLU,ULLA,2,3,235,2,2
FDP,ULLA,8,4,235,2,2
OLLU,ULLA,2,1,235,2,2
CDU,ULLA,1,1,235,2,2
MSC,ULLA,2,3,235,2,2
KKU,ULLA,2,2,235,2,2
CDU,ULLA,1,1,235,2,2
CDU,ULLA,1,1,235,2,2
SPD,ULLA,1,1,235,2,2
CDU,ULLA,1,1,235,2,2
OK,ULLA,8,4,235,2,2
OLLU,ULLA,2,3,235,2,2
OK,ULLA,2,3,235,2,2
CDU,ULLA,2,3,235,2,2
OLLU,ULLA,2,3,235,2,2
CDU,ULLA,1,1,235,2,2
CDU,ULLA,1,1,235,2,2
SPD,ULLA,1,1,235,2,2
MSC,ULLA,1,1,235,2,2
CDU,ULLA,1,1,235,2,2
SPD,ULLA,1,1,235,2,2
LINKE,ULLA,1,1,235,2,2
CDU,ULLA,1,1,235,2,2
SPD,ULLA,1,1,235,2,2
CDU,TF,1,1,235,2,2
CDU,TF,1,1,235,2,2
CDU,TF,1,1,235,2,2
CDU,TF,1,1,235,2,2
AFD,RL,1,1,235,2,2
AFD,RL,1,1,235,2,2
AFD,RL,1,1,235,2,2
AFD,RL,1,1,235,2,2
SPD,HL,1,1,235,2,2
SPD,HL,1,1,235,2,2
SPD,HL,1,1,235,2,2
FDP,PH,1,1,235,2,2
CDU,PH,2,3,235,2,2
FDP,PH,1,1,235,2,2
LAM,PH,1,1,235,2,2
TF,PH,2,3,235,2,2
FDP,PH,1,1,235,2,2
LINKE,UJ,1,1,235,2,2
GRUENE,UJ,1,1,235,2,2
LINKE,UJ,1,1,235,2,2
UTVO,UJ,1,1,235,2,2
GRUENE,LAM,1,1,235,2,2
SPD,LAM,1,1,235,2,2
FDP,LAM,1,1,235,2,2
TF,LAM,1,1,235,2,2
GRUENE,LAM,1,1,235,2,2
GRUENE,LAM,1,1,235,2,2
GRUENE,LAM,1,1,235,2,2
CDU,JOOS,1,1,235,2,2
CDU,JOOS,1,1,235,2,2
TF,JOOS,1,1,235,2,2
CDU,JOOS,1,1,235,2,2
CDU,JOOS,1,1,235,2,2
SPD,SUMI,1,1,235,2,2
SPD,SUMI,1,1,235,2,2
SPD,SUMI,1,1,235,2,2
LAM,ECGN,2,3,235,2,2
CDU,ECGN,1,1,235,2,2
SPD,ECGN,1,1,235,2,2
FDP,ECGN,1,1,235,2,2
THSE,BBA,2,3,4,2,14
SPD,BBA,2,3,4,2,14
CDU,BBA,2,3,4,2,14
BH,BBA,2,3,4,2,14
SPD,SD,1,1,4,2,2
GRUENE,SD,1,1,4,2,2
FDP,SD,1,1,4,2,2
AFD,SD,2,3,4,2,10
SPD,SD,1,1,4,2,10
GRUENE,SD,1,1,4,2,10
FDP,SD,1,1,4,2,10
GICO,SD,2,3,4,2,10
GRUENE,SD,1,1,4,2,10
SPD,SD,1,1,4,2,10
FDP,SD,1,1,4,2,10
GRUENE,SD,1,1,4,2,10
SPD,SD,1,1,4,2,10
CDU,SD,1,1,4,2,10
FDP,SD,1,1,4,2,10
GRUENE,SD,1,1,4,2,10
SPD,SD,1,1,4,2,10
FDP,SD,1,1,4,2,10
SPD,SD,1,1,4,2,10
FDP,SD,1,1,4,2,10
SPD,SD,1,1,4,2,10
MASZ,SD,1,1,4,2,10
SPD,SD,1,1,4,2,10
GRUENE,SD,1,1,4,2,10
FDP,SD,1,1,4,2,10
SPD,SD,1,1,4,2,10
GRUENE,SD,1,1,4,2,10
AFD,SD,2,3,4,2,10
FDP,SD,1,1,4,2,10
MSC,SD,1,1,4,2,10
SPD,SD,1,1,4,2,10
FDP,SD,1,1,4,2,10
GRUENE,SD,1,1,4,2,10
SPD,SD,1,1,4,2,10
FDP,SD,1,1,4,2,10
GRUENE,SD,1,1,4,2,10
BH,SST,2,3,4,2,10
CDU,SST,1,1,4,2,10
SPD,SST,8,4,4,2,10
CDU,SST,1,1,4,2,10
HB,SST,2,3,4,2,10
HB,SST,2,3,4,2,10
CDU,SST,1,1,4,2,10
MSC,SST,2,2,4,2,10
CL,SST,2,3,4,2,10
WK,SST,2,4,4,2,10
ALI,SST,2,1,4,2,10
ALI,SST,2,3,4,2,10
CDU,SST,2,2,4,2,10
CDU,SST,1,1,4,2,10
CDU,SST,1,1,4,2,10
GRUENE,MKS,1,1,4,2,10
SPD,MKS,1,1,4,2,10
FDP,MKS,1,1,4,2,10
AD,MKS,2,3,4,2,10
RBH,MKS,2,2,4,2,10
GRUENE,MKS,1,1,4,2,10
SPD,MKS,1,1,4,2,10
FDP,MKS,1,1,4,2,10
AD,MKS,2,2,4,2,10
AD,MKS,2,2,4,2,10
GRUENE,MKS,1,1,4,2,10
GRUENE,MKS,1,1,4,2,10
GRUENE,MKS,1,1,4,2,10
SPD,MKS,1,1,4,2,10
FDP,MKS,1,1,4,2,10
AD,MKS,2,2,4,2,10
GRUENE,MKS,1,1,4,2,10
SPD,MKS,1,1,4,2,10
FDP,MKS,1,1,4,2,10
AD,MKS,2,2,4,2,10
RBH,MKS,2,2,4,2,10
GRUENE,MKS,1,1,4,2,10
SPD,MKS,1,1,4,2,10
FDP,MKS,1,1,4,2,10
AD,MKS,2,2,4,2,10
RBH,MKS,2,2,4,2,10
GRUENE,MKS,1,1,4,2,10
SPD,MKS,1,1,4,2,10
FDP,MKS,1,1,4,2,10
AD,MKS,2,2,4,2,10
CDU,CAD,4,2,4,2,10
FDP,CAD,1,1,4,2,10
SPD,CAD,1,1,4,2,10
GRUENE,CAD,1,1,4,2,10
AD,CAD,2,3,4,2,10
FDP,CAD,1,1,4,2,10
SPD,CAD,1,1,4,2,10
GRUENE,CAD,1,1,4,2,10
FDP,CAD,1,1,4,2,10
SPD,CAD,1,1,4,2,10
GRUENE,CAD,1,1,4,2,10
CDU,CAD,2,1,4,2,10
FDP,CAD,1,1,4,2,10
FDP,CAD,1,1,4,2,10
MSF,CAD,1,1,4,2,10
FDP,CAD,1,1,4,2,10
SPD,CAD,1,1,4,2,10
GRUENE,CAD,1,1,4,2,10
FDP,CAD,1,1,4,2,10
SPD,CAD,1,1,4,2,10
GRUENE,CAD,1,1,4,2,10
FDP,CAD,1,1,4,2,10
SPD,CAD,1,1,4,2,10
GRUENE,CAD,1,1,4,2,10
AFD,AW,1,1,4,2,10
AFD,AW,1,1,4,2,10
AFD,AW,1,1,4,2,10
AFD,AW,1,1,4,2,10
AFD,AW,1,1,4,2,10
MASZ,AW,2,3,4,2,10
AFD,AW,1,1,4,2,10
AFD,AW,1,1,4,2,10
MAF,AW,2,1,4,2,10
AFD,AW,1,1,4,2,10
AFD,AW,1,1,4,2,10
LINKE,SF,1,1,4,2,10
LINKE,SF,1,1,4,2,10
LINKE,SF,1,1,4,2,10
CAD,SF,2,2,4,2,10
MASZ,SF,2,3,4,2,10
LINKE,SF,1,1,4,2,10
LINKE,SF,1,1,4,2,10
MKS,SF,2,2,4,2,10
LINKE,SF,1,1,4,2,10
LINKE,SF,1,1,4,2,10
LINKE,SF,1,1,4,2,10
LINKE,SF,1,1,4,2,10
SPD,HB,1,1,4,2,10
AFD,HB,2,3,4,2,10
MSC,HB,2,1,4,2,10
SPD,HB,1,1,4,2,10
GRUENE,HB,1,1,4,2,10
SPD,HB,1,1,4,2,10
FDP,HB,1,1,4,2,10
GRUENE,HB,1,1,4,2,10
SPD,HB,1,1,4,2,10
FDP,HB,1,1,4,2,10
MSC,TF,2,3,4,2,10
MSC,TF,2,3,4,2,10
CDU,TF,1,1,4,2,10
SD,TF,2,2,4,2,10
